ACT97415.1	ARO:3002999	CblA-1	mixed culture bacterium AX_gF3SD01_15
BAO79518.1	ARO:3003207	FosK	Acinetobacter soli
ADP37961.1	ARO:3002068	CMY-57	Escherichia coli
BAF95849.1	ARO:3001160	SHV-111	Klebsiella pneumoniae
ABY79006.1	ARO:3001803	OXA-142	Pseudomonas aeruginosa
ABC17630.2	ARO:3002718	QnrB4	Escherichia coli
CAD55718.1	ARO:3000197	tet36	Bacteroides coprosuis DSM 18011
AAN04881.1	ARO:3000978	TEM-115	Klebsiella pneumoniae
BAM76830.1	ARO:3002993	AQU-1	Aeromonas dhakensis
BAM62795.1	ARO:3002232	IMP-41	Pseudomonas aeruginosa
ACL82959.1	ARO:3002961	vanYM	Enterococcus faecium
BAA03402.1	ARO:3001306	ErmW	Micromonospora griseorubida
AAW22056.1	ARO:3001785	OXA-73	Klebsiella pneumoniae
AIT76095.1	ARO:3001584	OXA-398	Acinetobacter baumannii
AFM55002.1	ARO:3001693	OXA-230	Acinetobacter bereziniae
AAB58160.1	ARO:3003009	ceoA	Burkholderia cepacia
CAA03986.1	ARO:3000343	tap	Mycolicibacterium fortuitum
CCA61905.1	ARO:3001375	TEM-184	Escherichia coli
BAM98942.1	ARO:3002235	IMP-44	Pseudomonas aeruginosa
ACL82960.1	ARO:3002947	vanHM	Enterococcus faecium
AAM18924.1	ARO:3000964	TEM-101	Escherichia coli
CAB89086.1	ARO:3002158	FOX-4	Escherichia coli
CAJ47128.2	ARO:3001127	SHV-73	Klebsiella pneumoniae
CAD32564.1	ARO:3001769	OXA-42	Burkholderia pseudomallei
ABQ45409.1	ARO:3001927	CTX-M-66	Proteus mirabilis
AFH36330.1	ARO:3001676	OXA-235	Acinetobacter baumannii
AAG57600.1	ARO:3000318	mphB	Escherichia coli O157:H7 str. EDL933
AFQ23957.1	ARO:3001190	SHV-151	Klebsiella pneumoniae
AIG94927.1	ARO:3001606	OXA-415	Pseudomonas aeruginosa
AAG29765.2	ARO:3002260	IND-4	Chryseobacterium indologenes
AAA26683.1	ARO:3002840	vatA	Staphylococcus aureus
BAP75641.1	ARO:3002353	GES-24	Acinetobacter baumannii
AAO83986.1	ARO:3002623	ANT(4')-Ia	Bacillus clausii
BAA28282.1	ARO:3001907	CTX-M-45	Escherichia coli
AAC98092.2	ARO:3001075	SHV-16	Klebsiella pneumoniae
AAD22538.1	ARO:3000922	TEM-53	Klebsiella pneumoniae
AGZ83155.1	ARO:3001546	OXA-359	Acinetobacter calcoaceticus
AAG15384.1	ARO:3001086	SHV-28	Klebsiella pneumoniae
AHN07454.1	ARO:3001526	OXA-338	Acinetobacter baumannii
AAC45805.1	ARO:3002702	cmrA	Rhodococcus rhodochrous
ABM68358.1	ARO:3002215	IMP-24	Serratia marcescens
AHA80104.1	ARO:3002115	CMY-103	Citrobacter freundii
AEA37904.1	ARO:3003112	lsaC	Streptococcus agalactiae
AEQ73520.1	ARO:3002209	IMP-18	Pseudomonas aeruginosa
BAN10684.1	ARO:3001682	OXA-254	Acinetobacter baumannii
CAC86410.1	ARO:3000599	Erm(33)	Staphylococcus sciuri
AML99881.1	ARO:3001327	mdtK	Salmonella enterica subsp. enterica serovar Typhimurium
AFQ23954.1	ARO:3001187	SHV-148	Klebsiella pneumoniae
AHA41500.1	ARO:3002913	vanO	Rhodococcus hoagii
AAL99990.1	ARO:3001885	CTX-M-23	Escherichia coli
AHM76768.1	ARO:3002106	CMY-93	Citrobacter freundii
BAA16547.1	ARO:3000027	emrA	Escherichia coli str. K-12 substr. W3110
AGW16408.1	ARO:3001514	OXA-326	Acinetobacter calcoaceticus
AAF36803.1	ARO:3002908	vanF	Paenibacillus popilliae ATCC 14706
AEL00456.1	ARO:3002750	QnrB35	Citrobacter freundii
AGW83449.1	ARO:3001538	OXA-351	Acinetobacter calcoaceticus
ACF17980.1	ARO:3002616	aadA16	Escherichia coli
AEA41876.1	ARO:3000590	NDM-2	Acinetobacter baumannii
ABO33299.1	ARO:3001647	OXA-97	Acinetobacter baumannii
AAR32651.1	ARO:3001795	OXA-56	Pseudomonas aeruginosa
AAT48653.1	ARO:3002284	VIM-14	Pseudomonas aeruginosa
ACN65418.1	ARO:3002433	OKP-A-16	Klebsiella pneumoniae
AHX39588.1	ARO:3002002	CTX-M-144	Escherichia coli
AIL54055.1	ARO:3001975	CTX-M-115	Acinetobacter baumannii
AAR89358.1	ARO:3000989	TEM-127	Escherichia coli
AFN21551.1	ARO:3000890	TEM-19	Acinetobacter baumannii
AAV32840.1	ARO:3002611	aadA11	Pseudomonas aeruginosa
ADZ31262.1	ARO:3001966	CTX-M-106	Escherichia coli
AHE41344.1	ARO:3002796	QnrS7	Escherichia coli
AFQ23965.1	ARO:3001198	SHV-159	Klebsiella pneumoniae
ADI58621.1	ARO:3001661	OXA-177	Acinetobacter baumannii
CAJ19602.1	ARO:3002422	OKP-A-5	Klebsiella pneumoniae
AAG34108.1	ARO:3001875	CTX-M-12	Klebsiella pneumoniae
ACI28281.1	ARO:3001779	OXA-146	Acinetobacter baumannii
AGC92784.1	ARO:3000848	DIM-1 beta-lactamase	Enterobacter sp. SL1
ACS83748.1	ARO:3000573	tet(43)	uncultured bacterium AOTet43
AAA03550.1	ARO:3002523	AAC(2')-Ia	Providencia stuartii
AAA25053.1	ARO:3000884	TEM-12	Klebsiella oxytoca
AGC50806.1	ARO:3002306	VIM-36	Pseudomonas aeruginosa
AGW16416.1	ARO:3001522	OXA-334	Acinetobacter johnsonii
CAA71323.1	ARO:3000917	TEM-48	Klebsiella pneumoniae
BAA34300.1	ARO:3003033	mexY	Pseudomonas aeruginosa PAO1
AJP08641.1	ARO:3003178	VIM-42	Klebsiella pneumoniae
ACJ05686.1	ARO:3001825	ACT-6	Klebsiella pneumoniae
WP_063866105.1	ARO:3002759	QnrB44	Escherichia coli
AAF36802.1	ARO:3002945	vanHF	Paenibacillus popilliae ATCC 14706
ABX71157.1	ARO:3001030	TEM-164	Klebsiella pneumoniae
AIT76101.1	ARO:3002151	DHA-20	Citrobacter koseri
AIT76107.1	ARO:3002145	DHA-14	Morganella morganii
CAB12108.2	ARO:3003059	tmrB	Bacillus subtilis subsp. subtilis str. 168
AAK29174.1	ARO:3002371	VEB-2	Pseudomonas aeruginosa
AIT76098.1	ARO:3002130	CMY-119	Citrobacter freundii
BAB20748.1	ARO:3002825	ErmY	Staphylococcus aureus
CDN33427.1	ARO:3001351	SHV-183	Enterobacter cloacae
ABB84515.1	ARO:3001014	TEM-147	Pseudomonas aeruginosa
AEG79634.1	ARO:3001167	SHV-120	Escherichia coli
AAN41403.1	ARO:3002582	AAC(6')-Ib11	Salmonella enterica subsp. enterica serovar Typhimurium
ADK35872.1	ARO:3001468	OXA-168	Acinetobacter baumannii
ADI81040.1	ARO:3002800	QnrVC3	Vibrio cholerae non-O1/non-O139
ABV31687.1	ARO:3001638	OXA-107	Acinetobacter baumannii A424
AAR10958.1	ARO:3000995	TEM-131	Salmonella enterica subsp. enterica serovar Typhimurium
AHX74209.1	ARO:3001409	OXA-14	Pseudomonas aeruginosa
AAW81341.1	ARO:3001618	OXA-70	Acinetobacter baumannii
ABC17628.1	ARO:3002719	QnrB5	Salmonella enterica subsp. enterica serovar Berta
ACB54702.1	ARO:3002285	VIM-15	Pseudomonas aeruginosa
AAZ91704.1	ARO:3002241	CARB-2	Escherichia coli
BAF91108.1	ARO:3000847	KHM-1 beta-lactamase	Citrobacter freundii
ACI89425.1	ARO:3002184	MOX-4	Aeromonas caviae
AAA88548.1	ARO:3002597	AAC(6')-Ie-APH(2'')-Ia	Staphylococcus aureus
AFX60298.1	ARO:3001992	CTX-M-134	Escherichia coli
CAA46344.1	ARO:3000880	TEM-8	Klebsiella pneumoniae
AAB95639.1	ARO:3000118	vgaB	Staphylococcus aureus
AJP67510.1	ARO:3003181	GES-26	Pseudomonas aeruginosa
CAA45828.1	ARO:3000875	TEM-3	Klebsiella pneumoniae
AAC76093.1	ARO:3002986	bacA	Escherichia coli str. K-12 substr. MG1655
AAD03490.1	ARO:3002561	AAC(6')-Ir	Acinetobacter colistiniresistens
AAL78275.1	ARO:3002391	OXY-1-3	Klebsiella oxytoca
ABA42118.2	ARO:3000866	oleI	Streptomyces antibioticus
AAO61597.1	ARO:3001889	CTX-M-27	Escherichia coli
CAB13166.1	ARO:3003063	ykkC	Bacillus subtilis subsp. subtilis str. 168
CAA39164.1	ARO:3001064	SHV-5	Klebsiella pneumoniae
AAR97271.1	ARO:3002335	GES-6	Klebsiella pneumoniae
BAL63057.1	ARO:3002100	CMY-87	Klebsiella pneumoniae
ABK33456.1	ARO:3002639	APH(3'')-Ib	Pseudomonas aeruginosa
CAE50925.1	ARO:3002589	AAC(6')-Iid	Enterococcus hirae
ABF47470.1	ARO:3002791	QnrS2	Salmonella enterica subsp. enterica serovar Anatum
AHL30274.1	ARO:3001560	OXA-374	Acinetobacter baumannii
CAC85661.1	ARO:3000961	TEM-94	Escherichia coli
ADX07746.1	ARO:3001666	OXA-201	Acinetobacter baumannii
ABD73290.1	ARO:3001920	CTX-M-59	Klebsiella pneumoniae
ACJ05689.1	ARO:3001824	ACT-5	Escherichia coli
CAI57696.1	ARO:3002614	aadA14	Pasteurella multocida
BAJ17544.1	ARO:3002069	CMY-59	Escherichia coli
AAX51234.1	ARO:3001621	OXA-76	Acinetobacter baumannii
ACX71212.1	ARO:3001860	IMI-3	Enterobacter cloacae
ABY64751.1	ARO:3002667	rmtD	Klebsiella pneumoniae
ABY77907.1	ARO:3001648	OXA-128	Acinetobacter baumannii
AGU69250.1	ARO:3001683	OXA-312	Acinetobacter baumannii
ACX34099.1	ARO:3001951	CTX-M-91	Proteus mirabilis
AAC75733.1	ARO:3000074	emrB	Escherichia coli str. K-12 substr. MG1655
ACS32294.1	ARO:3001936	CTX-M-75	Providencia stuartii
BAA32494.1	ARO:3000449	FomB	Streptomyces wedmorensis
AEA73284.1	ARO:3002323	KPC-13	Enterobacter cloacae
AFJ11385.1	ARO:3002666	rmtF	Klebsiella pneumoniae
ACC55538.1	ARO:3001415	OXA-20	Acinetobacter baumannii ACICU
BAC20579.1	ARO:3000859	rmtA	Pseudomonas aeruginosa
AAV97957.1	ARO:3001933	CTX-M-72	Klebsiella pneumoniae
BAG55487.1	ARO:3002735	QnrB20	Escherichia coli
AAS13760.1	ARO:3002279	VIM-9	Pseudomonas aeruginosa
AHK51384.1	ARO:3001573	OXA-387	Acinetobacter baumannii
AJA36815.1	ARO:3003193	QnrVC7	Vibrio cholerae
ADK35869.1	ARO:3001465	OXA-165	Acinetobacter baumannii
AAL50725.1	ARO:3002478	LEN-15	Klebsiella pneumoniae
ABV31689.1	ARO:3001640	OXA-109	Acinetobacter baumannii
AAG27703.1	ARO:3002273	VIM-3	Pseudomonas aeruginosa
AFK08541.1	ARO:3002080	CMY-67	Citrobacter freundii
CCK86740.1	ARO:3001819	ACC-5	Hafnia alvei
ACE62798.1	ARO:3002317	KPC-7	Klebsiella pneumoniae
AEI70324.1	ARO:3001976	CTX-M-116	Proteus mirabilis
AAL29434.1	ARO:3000949	TEM-82	Escherichia coli
AAL78278.2	ARO:3002401	OXY-2-6	Klebsiella oxytoca
ABK34774.1	ARO:3001615	OXA-66	Acinetobacter baumannii
AHL30287.1	ARO:3001575	OXA-389	Acinetobacter baumannii
ABX54688.1	ARO:3002968	vanXYL	Enterococcus faecalis
ABG65740.1	ARO:3002879	linG	Salmonella enterica subsp. enterica serovar Stanley
AEB98922.1	ARO:3001481	OXA-196	Acinetobacter nosocomialis
AIT76112.1	ARO:3002176	MIR-11	Enterobacter cloacae
CAG25836.1	ARO:3002457	LEN-7	Klebsiella pneumoniae
CAA76382.1	ARO:3002023	CMY-12	Proteus mirabilis
AAS07017.3	ARO:3002494	SRT-2	Serratia marcescens
CAA39184.1	ARO:3002536	AAC(3)-IIIa	Pseudomonas aeruginosa
AGV28567.1	ARO:3000559	adeN	Acinetobacter baumannii
ADB28892.1	ARO:3001705	OXA-72	Acinetobacter baumannii] Partial
ABV71247.1	ARO:3001634	OXA-80	Acinetobacter baumannii
AJO16043.1	ARO:3002141	DHA-10	Morganella morganii
AEM44649.1	ARO:3001971	CTX-M-111	Shigella sp. SH202
CAP12352.2	ARO:3002471	LEN-24	Klebsiella pneumoniae
AAF01046.1	ARO:3000936	TEM-70	Escherichia coli
AIT76111.1	ARO:3002175	MIR-10	Enterobacter asburiae
AFB82585.1	ARO:3002355	NDM-4	Escherichia coli
CAC43230.1	ARO:3000953	TEM-86	Klebsiella pneumoniae
CAE50926.1	ARO:3002590	AAC(6')-Iih	Enterococcus durans
ABX38721.1	ARO:3001609	OXA-114a	Achromobacter xylosoxidans
ACV32637.1	ARO:3001174	SHV-127	Klebsiella pneumoniae
AAL79549.2	ARO:3003003	CfxA3	Capnocytophaga ochracea
BAO79439.1	ARO:3002362	NDM-12	Escherichia coli
AHL30279.1	ARO:3001565	OXA-379	Acinetobacter baumannii
AAF36805.1	ARO:3002958	vanYF	Paenibacillus popilliae ATCC 14706
CCK86741.1	ARO:3001835	ACT-13	Enterobacter asburiae
ABA62022.1	ARO:3001913	CTX-M-51	Escherichia coli
AHC31001.1	ARO:3001807	OXA-246	Pseudomonas aeruginosa
BAE77781.1	ARO:3000795	mdtE	Escherichia coli str. K-12 substr. W3110
AIT76088.1	ARO:3001852	ACT-32	Enterobacter cloacae
AHA80106.1	ARO:3001842	ACT-21	Enterobacter hormaechei
AAK71471.1	ARO:3001880	CTX-M-17	Klebsiella pneumoniae
AAA65954.1	ARO:3002931	vanSA	Enterococcus faecium
CAJ19603.1	ARO:3002423	OKP-A-6	Klebsiella pneumoniae
BAO21229.1	ARO:3003199	AAC(6')-Iak	Stenotrophomonas maltophilia
AGG08693.1	ARO:3001995	CTX-M-136	Proteus mirabilis
BAD12078.1	ARO:3002572	AAC(6')-Iad	Acinetobacter pittii
ACH58991.1	ARO:3002484	LRA-13	uncultured bacterium BLR13
CBL80435.1	ARO:3002869	dfrK	Staphylococcus aureus
ACT09140.1	ARO:3002387	BEL-3	Pseudomonas aeruginosa
ADH82410.1	ARO:3002058	CMY-47	Citrobacter freundii
AGL39384.1	ARO:3001385	TEM-208	Escherichia coli
AGW81558.1	ARO:3002631	spd	Staphylococcus aureus
AAG01039.1	ARO:3001085	SHV-27	Klebsiella pneumoniae
AAR84673.1	ARO:3002936	vanSF	Paenibacillus popilliae ATCC 14706
CAA27626.1	ARO:3000363	EreB	Escherichia coli
BAA15221.2	ARO:3000263	marA	Escherichia coli str. K-12 substr. W3110
CAA37605.1	ARO:3002638	APH(3'')-Ia	Streptomyces griseus
ACL82961.1	ARO:3002911	vanM	Enterococcus faecium
ABN51006.1	ARO:3002045	CMY-34	Citrobacter freundii
AAG49894.1	ARO:3001087	SHV-29	Klebsiella pneumoniae
AAQ76277.1	ARO:3001796	OXA-50	Pseudomonas aeruginosa
AHL39336.1	ARO:3001844	ACT-24	Enterobacter cloacae
AAP22736.1	ARO:3001891	CTX-M-29	Escherichia coli
CAJ66089.1	ARO:3001017	TEM-150	Escherichia coli
AFR33816.1	ARO:3002223	IMP-32	Klebsiella pneumoniae
AFQ23966.1	ARO:3001199	SHV-160	Klebsiella pneumoniae
ABR14060.1	ARO:3002838	lnuD	Streptococcus uberis
AAZ14955.1	ARO:3001905	CTX-M-43	Acinetobacter baumannii
AAK55330.1	ARO:3001768	OXA-118	Burkholderia cepacia
AAF42062.1	ARO:3000811	mtrD	Neisseria meningitidis MC58
AAD03496.1	ARO:3002568	AAC(6')-Ix	Acinetobacter sp. BM2722
ADM52194.1	ARO:3002745	QnrB30	Citrobacter braakii
AAA74437.1	ARO:3000378	MexB	Pseudomonas aeruginosa
AAD09860.1	ARO:3000561	tet(30)	Agrobacterium fabrum str. C58
AAV80464.1	ARO:3000565	tet(38)	Staphylococcus aureus
AAN06707.1	ARO:3000165	tet(A)	Shigella sonnei
AAD25063.1	ARO:3000183	tet(Z)	Corynebacterium glutamicum
CAQ03503.1	ARO:3001336	SHV-98	Klebsiella pneumoniae
AHX39589.1	ARO:3002006	CTX-M-148	Escherichia coli
AAP41108.1	ARO:3001107	SHV-50	Klebsiella pneumoniae
AAT68658.1	ARO:3001873	CTX-M-10	Klebsiella pneumoniae
AJU57235.1	ARO:3003168	CTX-M-160	Escherichia coli
ACJ04051.1	ARO:3001033	TEM-167	Escherichia coli
AAP69914.1	ARO:3003102	cphA6	Aeromonas veronii bv. veronii
AAC05822.1	ARO:3002846	arr-1	Mycolicibacterium smegmatis
AAF05613.1	ARO:3000942	TEM-76	Escherichia coli
AFB82783.1	ARO:3001396	OXA-1	Klebsiella pneumoniae
AFQ23961.1	ARO:3001194	SHV-155	Klebsiella pneumoniae
ACO07310.1	ARO:3001020	TEM-154	Escherichia coli
CAC35728.1	ARO:3001424	OXA-29	Fluoribacter gormanii
AAA93461.1	ARO:3001858	IMI-1	Enterobacter cloacae
CAO83029.1	ARO:3002288	VIM-18	Pseudomonas aeruginosa
AFP99175.1	ARO:3002303	VIM-33	Klebsiella pneumoniae
ACJ05688.1	ARO:3001830	ACT-7	Klebsiella pneumoniae
AAD51345.1	ARO:3003052	smeB	Stenotrophomonas maltophilia
AAM61953.1	ARO:3000968	TEM-105	Escherichia coli
AAP69225.1	ARO:3001781	OXA-47	Klebsiella pneumoniae
AEL88240.1	ARO:3001050	TEM-190	Escherichia coli
AIA58910.1	ARO:3002236	IMP-45	Pseudomonas aeruginosa
CAG25828.1	ARO:3002461	LEN-11	Klebsiella pneumoniae
ABW95047.1	ARO:3001441	OXA-116	Acinetobacter baumannii
AJO16047.1	ARO:3003156	SHV-189	Klebsiella pneumoniae
AAP82228.1	ARO:3001102	SHV-44	Klebsiella pneumoniae
ABI20482.1	ARO:3003021	dfrB2	uncultured bacterium
ACX31141.1	ARO:3001454	OXA-149	Acinetobacter baumannii
AAL77062.1	ARO:3000974	TEM-111	Escherichia coli
AAC36944.1	ARO:3003006	blt	Bacillus subtilis subsp. subtilis str. 168
AAA87229.1	ARO:3002558	AAC(6')-Ik	Acinetobacter sp. CIP-A165
ADX07745.1	ARO:3001665	OXA-200	Acinetobacter baumannii
BAP18892.1	ARO:3003210	FosA4	Escherichia coli
AGC70814.1	ARO:3001791	OXA-247	Klebsiella pneumoniae
AAA65956.1	ARO:3000010	vanA	Enterococcus faecium
AAK59385.1	ARO:3002200	IMP-9	Pseudomonas aeruginosa
AEP40502.2	ARO:3002975	vanTN	Enterococcus faecium
AFK93491.1	ARO:3001345	SHV-144	Klebsiella pneumoniae
AAA87176.1	ARO:3001066	SHV-7	Escherichia coli
CCW28916.1	ARO:3001504	OXA-309	Acinetobacter johnsonii
ABI50486.1	ARO:3002707	QnrA1	Klebsiella pneumoniae
CAB36900.1	ARO:3002018	CMY-7	Escherichia coli
AHL39324.1	ARO:3002095	CMY-82	Citrobacter freundii
AAR96051.1	ARO:3002894	otrC	Streptomyces rimosus
AAP74961.2	ARO:3002854	dfrA1	Klebsiella oxytoca
AHX97725.1	ARO:3002786	QnrB74	Escherichia coli
AAD52985.1	ARO:3002570	AAC(6')-Iz	Stenotrophomonas maltophilia
ACL82962.1	ARO:3002953	vanXM	Enterococcus faecium
AAA26832.1	ARO:3002827	tlrC	Streptomyces fradiae
ACI29345.1	ARO:3001944	CTX-M-83	Salmonella enterica subsp. enterica serovar Derby
AJO16045.1	ARO:3001392	TEM-215	Escherichia coli
CAA46345.1	ARO:3000894	TEM-24	Klebsiella pneumoniae
CCJ32598.1	ARO:3001675	OXA-250	Acinetobacter baumannii
AEL79515.1	ARO:3001049	TEM-189	Escherichia coli
ACR56321.1	ARO:3001949	CTX-M-89	Proteus mirabilis
AEH41427.1	ARO:3002218	IMP-27	Proteus mirabilis
AGW16417.1	ARO:3001523	OXA-335	Acinetobacter lwoffii
AFN88952.1	ARO:3001185	SHV-145	Klebsiella pneumoniae
CAJ32504.1	ARO:3002606	aadA6	Pseudomonas aeruginosa
AFJ59956.1	ARO:3001988	CTX-M-129	Escherichia coli
BAN04743.1	ARO:3002773	QnrB60	Citrobacter freundii
AHA80963.1	ARO:3001361	SHV-178	Klebsiella pneumoniae
ABW06859.1	ARO:3000603	Erm(41)	Mycobacteroides abscessus
AAR87489.1	ARO:3002134	DHA-3	Klebsiella pneumoniae
AHF71363.1	ARO:3001774	OXA-370	Enterobacter sp. 87F-2
AAT70415.1	ARO:3001899	CTX-M-37	Enterobacter cloacae
AFK73437.1	ARO:3002089	CMY-76	Citrobacter freundii
AEV91552.1	ARO:3001712	OXA-213	Acinetobacter calcoaceticus
AAA23033.2	ARO:3000190	tetO	Campylobacter jejuni
AFQ23970.1	ARO:3001203	SHV-165	Klebsiella pneumoniae
ADY02555.1	ARO:3001963	CTX-M-104	Escherichia coli
ACD84990.1	ARO:3001653	OXA-132	Acinetobacter baumannii
AAF86691.1	ARO:3001816	ACC-2	Hafnia alvei
ACJ43254.1	ARO:3000926	TEM-57	Escherichia coli
ABC26006.1	ARO:3001624	OXA-84	Acinetobacter baumannii
AFK73455.1	ARO:3002097	CMY-84	Citrobacter freundii
WP_063866099.1	ARO:3002758	QnrB43	Escherichia coli
AAQ93490.1	ARO:3000985	TEM-123	Proteus mirabilis
AAA25334.1	ARO:3002543	AAC(3)-IXa	Micromonospora chalcea
ADI58617.1	ARO:3001657	OXA-173	Acinetobacter baumannii
ABP04245.1	ARO:3001923	CTX-M-62	Klebsiella pneumoniae
AAM28884.1	ARO:3000971	TEM-108	Salmonella enterica subsp. enterica serovar Typhimurium
AAL02127.1	ARO:3001878	CTX-M-15	Escherichia coli
AFQ23969.1	ARO:3001202	SHV-163	Klebsiella pneumoniae
AAF01499.1	ARO:3000193	tetT	Streptococcus pyogenes
AGJ01154.1	ARO:3002327	KPC-17	Klebsiella pneumoniae
AIL92327.1	ARO:3003174	CARB-18	Vibrio parahaemolyticus
AAC05975.1	ARO:3000929	TEM-60	Providencia stuartii
AJA32742.1	ARO:3003147	OXA-424	Acinetobacter baumannii
ACZ65152.1	ARO:3002264	IND-8	Chryseobacterium indologenes
AAN41439.1	ARO:3002608	aadA8	uncultured bacterium
ADQ43424.1	ARO:3002746	QnrB31	Klebsiella pneumoniae
AAL78281.2	ARO:3002398	OXY-2-3	Klebsiella oxytoca
AGW16404.1	ARO:3001510	OXA-322	Acinetobacter calcoaceticus
CAF74882.1	ARO:3001771	OXA-57	Burkholderia pseudomallei 576
AGN92479.1	ARO:3002784	QnrB72	Citrobacter sp. TR21_24
AGW16413.1	ARO:3001519	OXA-331	Acinetobacter calcoaceticus
AHB39758.1	ARO:3003013	dfrA15	Escherichia coli
ABC68330.1	ARO:3002640	APH(3'')-Ic	Mycolicibacterium fortuitum
ACS44716.1	ARO:3002862	dfrA7	Acinetobacter baumannii
AAK01167.1	ARO:3002819	msrC	Enterococcus faecium
ACH58987.1	ARO:3002510	LRA-3	uncultured bacterium BLR3
BAE78083.1	ARO:3003549	mdtO	Escherichia coli str. K-12 substr. W3110
AHA80962.1	ARO:3001362	SHV-179	Klebsiella pneumoniae
BAA07072.1	ARO:3002812	pp-flo	Photobacterium damselae subsp. piscicida
CAG25812.2	ARO:3002418	OKP-A-1	Klebsiella pneumoniae
BAJ10053.1	ARO:3002874	FosC2	Escherichia coli
CAD61201.1	ARO:3002277	VIM-7	Pseudomonas aeruginosa
BAA34540.1	ARO:3000319	mphC	Staphylococcus aureus
ABU39979.1	ARO:3000217	blaR1	Bacillus clausii
AFE48832.1	ARO:3001376	TEM-196	Shigella sonnei
CAB50867.1	ARO:3002016	CMY-5	Klebsiella oxytoca
AIK02012.1	ARO:3002579	AAC(6')-Ib8	Enterobacter cloacae
CAA79966.1	ARO:3003665	NmcR	Enterobacter cloacae
WP_063978071.1	ARO:3000862	sgm	Micromonospora zionensis
AAK76137.1	ARO:3000024	patA	Streptococcus pneumoniae TIGR4
ABW91178.1	ARO:3002613	aadA13	Pseudomonas aeruginosa
ANA06389.1	ARO:3001062	SHV-3	Klebsiella pneumoniae
ATI44679.1	ARO:3003150	CARB-20	Vibrio parahaemolyticus
AAK76136.1	ARO:3000025	patB	Streptococcus pneumoniae TIGR4
CAA23892.1	ARO:3002644	APH(3')-IIa	Escherichia coli
CDR98216.1	ARO:3000876	TEM-4	Klebsiella pneumoniae
AKN19287.1	ARO:3002578	AAC(6')-Ib7	Salmonella enterica subsp. enterica serovar Corvallis
ACH58999.1	ARO:3002489	LRA-10	uncultured bacterium BLR10
ACH58998.1	ARO:3002486	LRA-7	uncultured bacterium BLR7
CBL58195.1	ARO:3002831	vgaC	Staphylococcus aureus
AAC43969.1	ARO:3003037	opcM	Burkholderia cepacia
ABY58049.1	ARO:3002047	CMY-36	Klebsiella pneumoniae
AIT76087.1	ARO:3001853	ACT-33	Enterobacter cloacae
CAA79967.1	ARO:3003589	NmcA beta-lactamase	Enterobacter cloacae
CBJ02047.1	ARO:3004611	Escherichia coli ampC1 beta-lactamase	Escherichia coli ETEC H10407
AJP18054.1	ARO:3003183	NDM-14	Acinetobacter lwoffii
AND91341.1	ARO:3000856	BJP-1 beta-lactamase	Bradyrhizobium diazoefficiens USDA 110
WP_032865068.1	ARO:3001742	OXA-287	Acinetobacter sp. CIP 56.2
CAA11707.1	ARO:3000463	gimA	Streptomyces ambofaciens
AAK99679.1	ARO:3000822	pmrA	Streptococcus pneumoniae R6
CAD12227.2	ARO:3000478	tet(33)	Corynebacterium glutamicum
AAK37619.1	ARO:3000481	tet(35)	Vibrio harveyi
AAC75314.1	ARO:3003578	pmrF	Escherichia coli str. K-12 substr. MG1655
AAA22289.1	ARO:3002672	Bacillus pumilus cat86	Bacillus pumilus
ACS83559.1	ARO:3004601	LnuP	Clostridium perfringens
CAX52582.1	ARO:3003324	Bacillus subtilis mprF	Bacillus subtilis subsp. subtilis str. 168
AAL51021.2	ARO:3002598	ANT(3'')-Ii-AAC(6')-IId fusion protein	Serratia marcescens
ACQ82809.1	ARO:3002501	PDC-4	Pseudomonas aeruginosa
AAG03546.1	ARO:3003679	TriA	Pseudomonas aeruginosa PAO1
AAG03547.1	ARO:3003680	TriB	Pseudomonas aeruginosa PAO1
AAG03548.1	ARO:3003681	TriC	Pseudomonas aeruginosa PAO1
AAG08359.1	ARO:3003682	OpmH	Pseudomonas aeruginosa PAO1
BAE06007.1	ARO:3003698	mexP	Pseudomonas aeruginosa
BAE06008.1	ARO:3003699	mexQ	Pseudomonas aeruginosa
AGI04227.1	ARO:3003687	APH(3')-VI	Pseudomonas aeruginosa
AKF16168	ARO:3003689	MCR-1	Escherichia coli
AAG07065.1	ARO:3003692	mexJ	Pseudomonas aeruginosa PAO1
AAG07064.1	ARO:3003693	mexK	Pseudomonas aeruginosa PAO1
AAG07762.1	ARO:3003030	mexV	Pseudomonas aeruginosa PAO1
AAG07763.1	ARO:3003031	mexW	Pseudomonas aeruginosa PAO1
BAE06009.1	ARO:3003700	opmE	Pseudomonas aeruginosa
BAE06005.1	ARO:3003704	mexM	Pseudomonas aeruginosa
BAE06006.1	ARO:3003705	mexN	Pseudomonas aeruginosa
AAG07066.1	ARO:3003710	mexL	Pseudomonas aeruginosa PAO1
AAK14294.1	ARO:3003712	VEB-1b	Pseudomonas aeruginosa
BAM46120.1	ARO:3003677	AAC(6')-Iaj	Pseudomonas aeruginosa
ALU64000	ARO:3003713	VCC-1	Vibrio cholerae
AJP77059	ARO:3003670	PEDO-1	Pedobacter sp. SI-33
AJP77071	ARO:3003714	PEDO-2	Pedobacter sp. ALS-14
AJP77076	ARO:3003715	PEDO-3	Pedobacter sp. Stok-3
AJP77054	ARO:3003716	CPS-1	Chryseobacterium sp. Stok-1
AJP77085	ARO:3003717	ESP-1	Chryseobacterium sp. Stok-2
